AE1_latent_0,AE1_latent_1,AE1_latent_2,AE1_latent_3,Gap
-0.6638077,0.034806073,-0.2591769,1.7395535,1.5674386
-0.922968,-0.4311816,0.37956047,1.8471279,1.185777
-0.6638077,0.034806073,-0.2591769,1.7395535,1.5674386
-0.6638077,0.034806073,-0.2591769,1.7395535,1.5674386
-0.6638077,0.034806073,-0.2591769,1.7395535,1.5674386
-0.021380305,0.4457974,-0.3463584,-0.023038182,1.7901425
-0.8587734,-0.57846826,0.5389489,2.0530972,1.0770249
-0.86783725,-0.56971186,0.5132958,2.053781,1.0872617
-0.8986364,-0.53699046,0.43537962,2.042681,1.1217257
-0.9332778,-0.49771875,0.35544145,2.019026,1.1602219
-0.9679194,-0.45844704,0.27550298,1.9953707,1.1987928
-0.90691525,-0.5456206,0.406994,2.0439932,1.1235025
-0.93447345,-0.5148861,0.34256232,2.0251756,1.1540169
-0.9691147,-0.4756145,0.26262408,2.0015204,1.1927001
-0.9909709,-0.42551178,0.16413736,1.9755411,1.2390168
-0.9691147,-0.4756145,0.26262408,2.0015204,1.1927001
-0.6638077,0.034806073,-0.2591769,1.7395535,1.5674386
-0.9593387,-0.34929138,0.43096876,1.7726042,1.222325
-0.6638077,0.034806073,-0.2591769,1.7395535,1.5674386
-0.6638077,0.034806073,-0.2591769,1.7395535,1.5674386
-0.79396147,-0.03944117,-0.10971972,1.3621125,1.4966779
-1.1210585,0.15605265,0.09856066,0.8575369,1.5174837
-1.2696717,0.691834,-0.12942855,0.36390057,1.7949517
-0.95778304,-0.38612956,0.54336125,1.7598548,1.1834258
-0.6638077,0.034806073,-0.2591769,1.7395535,1.5674386
-0.6638077,0.034806073,-0.2591769,1.7395535,1.5674386
-0.6638077,0.034806073,-0.2591769,1.7395535,1.5674386
-0.6638077,0.034806073,-0.2591769,1.7395535,1.5674386
-0.6638077,0.034806073,-0.2591769,1.7395535,1.5674386
0.514047,-0.14138854,0.030663788,1.2978948,1.3795733
-0.9814319,-0.3141927,0.4373424,1.72033,1.2413428
-0.9730663,-0.364564,0.53534704,1.7183964,1.1973053
-0.9814319,-0.3141927,0.4373424,1.72033,1.2413428
-0.9814319,-0.3141927,0.4373424,1.72033,1.2413428
-0.6638077,0.034806073,-0.2591769,1.7395535,1.5674386
-1.014684,-0.31457144,0.4269963,1.7782471,1.2484753
1.30453,-0.14707899,-0.56314826,0.7474671,1.6589572
1.2435223,0.027686298,-0.62842834,0.55091983,1.7425935
1.2264817,0.068240345,-0.6446773,0.49146304,1.7658212
1.1856716,0.17905939,-0.69897205,0.29123998,1.8324435
1.2618392,-0.01972264,-0.61004543,0.6127226,1.7192698
-0.6638077,0.034806073,-0.2591769,1.7395535,1.5674386
-0.964843,-0.33911544,0.43412948,1.7598368,1.2275183
-0.6638077,0.034806073,-0.2591769,1.7395535,1.5674386
-0.6638077,0.034806073,-0.2591769,1.7395535,1.5674386
-0.964768,-0.33350796,0.44039923,1.7610408,1.229275
-0.964768,-0.33350796,0.44039923,1.7610408,1.229275
-0.8820136,-0.50270873,0.48893738,1.9287541,1.1257004
-0.8820136,-0.50270873,0.48893738,1.9287541,1.1257004
-0.95778304,-0.38612956,0.54336125,1.7598548,1.1834258
-0.6638077,0.034806073,-0.2591769,1.7395535,1.5674386
-0.7473306,-0.18739617,-0.031865865,1.8243644,1.4006224
-0.6638077,0.034806073,-0.2591769,1.7395535,1.5674386
-0.6638077,0.034806073,-0.2591769,1.7395535,1.5674386
-0.9799995,-0.2855485,0.47264278,1.7347511,1.2497197
-0.9703478,-0.32893902,0.43729007,1.7470695,1.232712
-0.6638077,0.034806073,-0.2591769,1.7395535,1.5674386
-0.6638077,0.034806073,-0.2591769,1.7395535,1.5674386
0.514047,-0.14138854,0.030663788,1.2978948,1.3795733
-0.9814319,-0.3141927,0.4373424,1.72033,1.2413428
-0.6638077,0.034806073,-0.2591769,1.7395535,1.5674386
-0.6638077,0.034806073,-0.2591769,1.7395535,1.5674386
-0.9814319,-0.3141927,0.4373424,1.72033,1.2413428
-0.9814319,-0.3141927,0.4373424,1.72033,1.2413428
-0.6638077,0.034806073,-0.2591769,1.7395535,1.5674386
-0.9730663,-0.364564,0.53534704,1.7183964,1.1973053
-0.98144335,-0.31503373,0.43640202,1.7201495,1.2410793
-0.8587734,-0.57846826,0.5389489,2.0530972,1.0770249
-0.6638077,0.034806073,-0.2591769,1.7395535,1.5674386
-0.87560064,-0.07322514,-0.03334242,1.2629536,1.4668913
-0.87560064,-0.07322514,-0.03334242,1.2629536,1.4668913
-0.87560064,-0.07322514,-0.03334242,1.2629536,1.4668913
-0.88339347,-0.5347993,0.4389698,2.0444403,1.1201088
-0.7534794,-0.38808113,0.14706588,1.9090425,1.2271799
-1.0364194,-0.29568404,0.50305146,1.5573993,1.2548428
-0.8587734,-0.57846826,0.5389489,2.0530972,1.0770249
-0.9033099,-0.36236984,0.26558667,1.6676645,1.2441934
-0.9619445,-0.39471382,0.45526344,1.7090802,1.1943691
-0.6638077,0.034806073,-0.2591769,1.7395535,1.5674386
-0.6638077,0.034806073,-0.2591769,1.7395535,1.5674386
-0.6638077,0.034806073,-0.2591769,1.7395535,1.5674386
0.514047,-0.14138854,0.030663788,1.2978948,1.3795733
-0.9672559,-0.37353367,0.5315133,1.7308129,1.1927958
-0.66909605,0.038187027,-0.26053193,1.6852362,1.5672364
-0.6703066,0.036302745,-0.25889283,1.6748899,1.5657771
-0.67575246,0.027823448,-0.25151622,1.6283329,1.5592091
-0.87560064,-0.07322514,-0.03334242,1.2629536,1.4668913
-0.97188276,-0.3134325,0.3930443,1.7629079,1.2488284
-0.8587734,-0.57846826,0.5389489,2.0530972,1.0770249
-0.8986364,-0.53699046,0.43537962,2.042681,1.1217257
-0.9679194,-0.45844704,0.27550298,1.9953707,1.1987928
-0.9903185,-0.33986467,0.023048192,1.9293596,1.3239965
-0.6880817,0.04201114,-0.23014975,1.7442918,1.5652552
-0.7158478,-0.021239758,-0.17527446,1.7620727,1.530154
-0.74063164,-0.09738052,-0.1385215,1.7890009,1.4943931
-0.75416726,-0.1672867,-0.12884252,1.8132722,1.4464817
-0.6638077,0.034806073,-0.2591769,1.7395535,1.5674386
-0.6638077,0.034806073,-0.2591769,1.7395535,1.5674386
-0.6638077,0.034806073,-0.2591769,1.7395535,1.5674386
-0.95778304,-0.38612956,0.54336125,1.7598548,1.1834258
-0.6638077,0.034806073,-0.2591769,1.7395535,1.5674386
-0.6638077,0.034806073,-0.2591769,1.7395535,1.5674386
-0.84803647,-0.5361671,0.476287,2.0322223,1.1077361
-0.84727985,-0.52471954,0.36285204,1.9982318,1.1328793
-0.95778304,-0.38612956,0.54336125,1.7598548,1.1834258
-0.95778304,-0.38612956,0.54336125,1.7598548,1.1834258
-0.6638077,0.034806073,-0.2591769,1.7395535,1.5674386
-0.46791512,-0.47510773,0.07580596,1.7233303,1.1532556
-0.46791512,-0.47510773,0.07580596,1.7233303,1.1532556
-0.88575095,-0.5323177,0.55752265,1.9586914,1.0995619
-0.88575095,-0.5323177,0.55752265,1.9586914,1.0995619
-0.9730663,-0.364564,0.53534704,1.7183964,1.1973053
-0.9730663,-0.364564,0.53534704,1.7183964,1.1973053
-0.6638077,0.034806073,-0.2591769,1.7395535,1.5674386
-0.6638077,0.034806073,-0.2591769,1.7395535,1.5674386
-0.6638077,0.034806073,-0.2591769,1.7395535,1.5674386
-0.6638077,0.034806073,-0.2591769,1.7395535,1.5674386
-0.6638077,0.034806073,-0.2591769,1.7395535,1.5674386
0.5245602,-0.26394463,-0.082249016,1.1927855,1.3562732
-0.6638077,0.034806073,-0.2591769,1.7395535,1.5674386
-0.9173749,-0.4369803,0.55517906,1.8624444,1.1514063
-0.95778304,-0.38612956,0.54336125,1.7598548,1.1834258
-0.98144335,-0.31503373,0.43640202,1.7201495,1.2410793
-0.6638077,0.034806073,-0.2591769,1.7395535,1.5674386
-0.9496301,-0.4438352,0.41853982,1.9048322,1.1770822
-0.8587734,-0.57846826,0.5389489,2.0530972,1.0770249
-0.92400545,-0.26791066,-0.13435762,1.8742684,1.4117804
-0.9792691,-0.6688103,-0.2976368,1.9126896,1.2112377
-1.1506691,-1.6037476,-0.7633909,1.8765799,0.9657799
0.003815174,-0.60400134,0.2745238,1.5176495,1.0366154
-0.9425368,-0.41397732,0.52397907,1.7895515,1.1709956
-0.95100695,-0.35894865,0.4324975,1.7929589,1.2162912
-1.1506691,-1.6037476,-0.7633909,1.8765799,0.9657799
-0.98144335,-0.31503373,0.43640202,1.7201495,1.2410793
-0.9647868,-0.33490986,0.43883198,1.7607399,1.2288358
-0.6638077,0.034806073,-0.2591769,1.7395535,1.5674386
-0.9814319,-0.3141927,0.4373424,1.72033,1.2413428
-0.9814319,-0.3141927,0.4373424,1.72033,1.2413428
-0.9730663,-0.364564,0.53534704,1.7183964,1.1973053
-0.9681646,-0.37557024,0.51389784,1.7207211,1.1948315
