Index,Formula,notes,Decomp,Gap,SLME,K,Rb,Cs,MA,FA,Ca,Sr,Ba,Ge,Sn,Pb,Cl,Br,I,A site mixing,,Cubic,Tetra,Ortho,Hex,A_IONRAD,A_MASS,A_DPM,B_IONRAD,B_MASS,B_EA,B_IE,B_En,B_AN,X_IONRAD,X_MASS,X_EA,X_IE,X_En,X_AN
198,CsCa_0.125Ba_0.125Ge_0.25Sn_0.5Br_3,arun,-0.11,1.5,0.22,0,0,1,0,0,0.125,0,0.125,0.25,0.5,0,0,1,0,5,FALSE,1,0,0,0,1.74,132.91,0,1.051,99.689,0.938,7.063,1.719,42.5,1.96,79.9,3.365,11.814,2.96,35
199,CsCa_0.25Ba_0.125Ge_0.25Pb_0.375Cl_3,arun,1.53,2.39,0.08,0,0,1,0,0,0.25,0,0.125,0.25,0,0.375,1,0,0,5,FALSE,1,0,0,0,1.74,132.91,0,1.048,122.969,0.473,6.936,1.738,50.75,1.81,35.45,3.617,12.968,3.16,17
200,CsCa_0.125Sr_0.125Ge_0.375Sn_0.25Pb_0.125Cl_3,arun,1.41,1.95,0.15,0,0,1,0,0,0.125,0.125,0,0.375,0.25,0.125,1,0,0,5,FALSE,1,0,0,0,1.74,132.91,0,0.983,98.751,0.851,7.202,1.779,42,1.81,35.45,3.617,12.968,3.16,17
201,CsCa_0.375Sr_0.375Ba_0.25Cl_3,arun,1.65,4.95,0,0,0,1,0,0,0.375,0.375,0.25,0,0,0,1,0,0,5,FALSE,1,0,0,0,1.74,132.91,0,1.155,82.22,0,5.731,0.954,35.75,1.81,35.45,3.617,12.968,3.16,17
202,FASr_0.25Ba_0.25Ge_0.125Sn_0.25Pb_0.125I_3,arun,-0.38,2.65,0.06,0,0,0,0,1,0,0.25,0.25,0.125,0.25,0.125,0,0,1,5,FALSE,1,0,0,0,2.53,44.056,0.25,1.16,120.869,0.514,6.477,1.493,50.25,1.98,126.9,3.06,10.451,2.66,53
203,FABa_0.125Ge_0.25Sn_0.125Pb_0.5I_3,arun,-0.43,1.63,0.19,0,0,0,0,1,0,0,0.125,0.25,0.125,0.5,0,0,1,5,FALSE,1,0,0,0,2.53,44.056,0.25,1.09,153.663,0.668,7.253,2.024,62.25,1.98,126.9,3.06,10.451,2.66,53
204,KSr_0.375Ge_0.25Sn_0.25Pb_0.125I_3,arun,2.95,1.45,0.2,1,0,0,0,0,0,0.375,0,0.25,0.25,0.125,0,0,1,5,FALSE,1,0,0,0,1.51,39.09,0,1.061,106.568,0.683,6.874,1.64,45,1.98,126.9,3.06,10.451,2.66,53
205,KCa_0.25Sr_0.125Ge_0.25Pb_0.375I_3,arun,2.97,1.54,0.19,1,0,0,0,0,0.25,0.125,0,0.25,0,0.375,0,0,1,5,FALSE,1,0,0,0,1.51,39.09,0,1.026,116.755,0.473,6.997,1.745,48.5,1.98,126.9,3.06,10.451,2.66,53
206,KSr_0.25Ge_0.625Pb_0.125I_3,arun,2.94,1.28,0.25,1,0,0,0,0,0,0.25,0,0.625,0,0.125,0,0,1,5,FALSE,1,0,0,0,1.51,39.09,0,0.9,93.174,0.889,7.288,1.785,39.75,1.98,126.9,3.06,10.451,2.66,53
207,KCa_0.125Sr_0.25Ge_0.25Sn_0.125Pb_0.25I_3,arun,2.96,1.55,0.19,1,0,0,0,0,0.125,0.25,0,0.25,0.125,0.25,0,0,1,5,FALSE,1,0,0,0,1.51,39.09,0,1.044,111.661,0.578,6.935,1.693,46.75,1.98,126.9,3.06,10.451,2.66,53
208,KCa_0.25Sr_0.25Ba_0.125Ge_0.125Pb_0.25Br_3,arun,0.42,3.31,0.01,1,0,0,0,0,0.25,0.25,0.125,0.125,0,0.25,0,1,0,5,FALSE,1,0,0,0,1.51,39.09,0,1.103,109.92,0.259,6.445,1.433,46,1.96,79.9,3.365,11.814,2.96,35
209,KSr_0.125Ba_0.125Ge_0.125Sn_0.125Pb_0.5Br_3,arun,0.39,1.58,0.14,1,0,0,0,0,0,0.125,0.125,0.125,0.125,0.5,0,1,0,5,FALSE,1,0,0,0,1.51,39.09,0,1.146,155.536,0.499,6.977,1.891,63,1.96,79.9,3.365,11.814,2.96,35
210,KSr_0.125Ba_0.5Sn_0.25Pb_0.125Br_3,arun,0.6,2.99,0.02,1,0,0,0,0,0,0.125,0.5,0,0.25,0.125,0,1,0,5,FALSE,1,0,0,0,1.51,39.09,0,1.259,135.17,0.345,6.081,1.345,55.5,1.96,79.9,3.365,11.814,2.96,35
211,KCa_0.125Sr_0.25Ba_0.125Ge_0.5Br_3,arun,0.37,3.04,0.02,1,0,0,0,0,0.125,0.25,0.125,0.5,0,0,0,1,0,5,FALSE,1,0,0,0,1.51,39.09,0,0.954,80.396,0.675,6.789,1.479,35,1.96,79.9,3.365,11.814,2.96,35
212,KSr_0.125Ba_0.375Ge_0.125Sn_0.125Pb_0.25Br_3,arun,0.52,2.93,0.01,1,0,0,0,0,0,0.125,0.375,0.125,0.125,0.25,0,1,0,5,FALSE,1,0,0,0,1.51,39.09,0,1.186,138.119,0.409,6.426,1.531,56.5,1.96,79.9,3.365,11.814,2.96,35
213,KBa_0.25Ge_0.625Sn_0.125Cl_3,arun,2.77,1.71,0.17,1,0,0,0,0,0,0,0.25,0.625,0.125,0,1,0,0,5,FALSE,1,0,0,0,1.51,39.09,0,0.938,94.565,0.994,7.159,1.724,40.25,1.81,35.45,3.617,12.968,3.16,17
214,KCa_0.375Sr_0.125Ba_0.125Ge_0.125Sn_0.125Pb_0.125Cl_3,arun,2.81,3.35,0,1,0,0,0,0,0.375,0.125,0.125,0.125,0.125,0.125,1,0,0,5,FALSE,1,0,0,0,1.51,39.09,0,1.075,92.941,0.364,6.488,1.393,39.75,1.81,35.45,3.617,12.968,3.16,17
215,KSr_0.125Ba_0.125Ge_0.25Sn_0.25Pb_0.25Cl_3,arun,2.79,1.96,0.15,1,0,0,0,0,0,0.125,0.125,0.25,0.25,0.25,1,0,0,5,FALSE,1,0,0,0,1.51,39.09,0,1.084,127.704,0.728,7.029,1.805,52.75,1.81,35.45,3.617,12.968,3.16,17
216,KCa_0.75Ba_0.25Cl_3,arun,2.83,4.49,0,1,0,0,0,0,0.75,0,0.25,0,0,0,1,0,0,5,FALSE,1,0,0,0,1.51,39.09,0,1.088,64.393,0,5.888,0.973,29,1.81,35.45,3.617,12.968,3.16,17
217,MACa_0.125Sn_0.75Pb_0.125I_3,arun,-0.08,1.04,0.22,0,0,0,1,0,0.125,0,0,0,0.75,0.125,0,0,1,5,FALSE,1,0,0,0,2.17,32.07,2.3,1.136,119.918,0.945,7.199,1.886,50.25,1.98,126.9,3.06,10.451,2.66,53
218,MACa_0.125Sr_0.5Ba_0.125Pb_0.25I_3,arun,0.08,2.92,0.02,0,0,0,1,0,0.125,0.5,0.125,0,0,0.25,0,0,1,5,FALSE,1,0,0,0,2.17,32.07,2.3,1.181,117.736,0.09,6.117,1.294,49,1.98,126.9,3.06,10.451,2.66,53
219,MABa_0.25Ge_0.125Sn_0.625I_3,arun,0,1.48,0.22,0,0,0,1,0,0,0,0.25,0.125,0.625,0,0,0,1,5,FALSE,1,0,0,0,2.17,32.07,2.3,1.148,117.605,0.919,6.881,1.699,49.25,1.98,126.9,3.06,10.451,2.66,53
220,MACa_0.25Sr_0.25Ba_0.125Pb_0.375Br_3,arun,-0.04,3.66,0,0,0,0,1,0,0.25,0.25,0.125,0,0,0.375,0,1,0,5,FALSE,1,0,0,0,2.17,32.07,2.3,1.16,126.716,0.135,6.385,1.473,52.25,1.96,79.9,3.365,11.814,2.96,35
221,MACa_0.375Ge_0.5Pb_0.125Br_3,arun,-0.1,2.18,0.09,0,0,0,1,0,0.375,0,0,0.5,0,0.125,0,1,0,5,FALSE,1,0,0,0,2.17,32.07,2.3,0.889,77.22,0.72,7.17,1.671,33.75,1.96,79.9,3.365,11.814,2.96,35
222,MACa_0.125Sr_0.25Ba_0.125Sn_0.125Pb_0.375Br_3,arun,-0.04,3.19,0.01,0,0,0,1,0,0.125,0.25,0.125,0,0.125,0.375,0,1,0,5,FALSE,1,0,0,0,2.17,32.07,2.3,1.179,136.545,0.285,6.539,1.593,56,1.96,79.9,3.365,11.814,2.96,35
223,MACa_0.5Ba_0.125Sn_0.25Pb_0.125Br_3,arun,-0.07,3.3,0.01,0,0,0,1,0,0.5,0,0.125,0,0.25,0.125,0,1,0,5,FALSE,1,0,0,0,2.17,32.07,2.3,1.105,92.759,0.345,6.471,1.393,39.75,1.96,79.9,3.365,11.814,2.96,35
224,MACa_0.5Ba_0.125Pb_0.375Cl_3,arun,-0.09,4.34,0,0,0,0,1,0,0.5,0,0.125,0,0,0.375,1,0,0,5,FALSE,1,0,0,0,2.17,32.07,2.3,1.115,114.831,0.135,6.489,1.485,47.75,1.81,35.45,3.617,12.968,3.16,17
225,MACa_0.25Sr_0.25Ge_0.375Pb_0.125Cl_3,arun,-0.07,3.82,0,0,0,0,1,0,0.25,0.25,0,0.375,0,0.125,1,0,0,5,FALSE,1,0,0,0,2.17,32.07,2.3,0.968,85.036,0.551,6.842,1.533,36.75,1.81,35.45,3.617,12.968,3.16,17
226,MASr_0.25Ba_0.125Ge_0.375Sn_0.25Cl_3,arun,-0.14,2.72,0.03,0,0,0,1,0,0,0.25,0.125,0.375,0.25,0,1,0,0,5,FALSE,1,0,0,0,2.17,32.07,2.3,1.025,95.985,0.806,6.874,1.593,41,1.81,35.45,3.617,12.968,3.16,17
227,MACa_0.125Sn_0.5Pb_0.375Cl_3,arun,-0.21,2.01,0.12,0,0,0,1,0,0.125,0,0,0,0.5,0.375,1,0,0,5,FALSE,1,0,0,0,2.17,32.07,2.3,1.146,141.99,0.735,7.218,1.979,58.25,1.81,35.45,3.617,12.968,3.16,17
228,RbSr_0.125Sn_0.25Pb_0.625I_3,arun,2.48,1.28,0.23,0,1,0,0,0,0,0.125,0,0,0.25,0.625,0,0,1,5,FALSE,1,0,0,0,1.61,85.468,0,1.179,170.005,0.525,7.184,2.065,68.5,1.98,126.9,3.06,10.451,2.66,53
229,RbCa_0.125Sr_0.25Sn_0.125Pb_0.5I_3,arun,2.52,1.68,0.19,0,1,0,0,0,0.125,0.25,0,0,0.125,0.5,0,0,1,5,FALSE,1,0,0,0,1.61,85.468,0,1.159,145.254,0.33,6.814,1.773,59.25,1.98,126.9,3.06,10.451,2.66,53
230,RbCa_0.125Sr_0.25Ba_0.25Sn_0.25Pb_0.125I_3,arun,2.61,2.6,0.05,0,1,0,0,0,0.125,0.25,0.25,0,0.25,0.125,0,0,1,5,FALSE,1,0,0,0,1.61,85.468,0,1.194,116.8,0.345,6.254,1.366,48.75,1.98,126.9,3.06,10.451,2.66,53
231,RbGe_0.75Sn_0.125Pb_0.125I_3,arun,2.42,0.54,0.12,0,1,0,0,0,0,0,0,0.75,0.125,0.125,0,0,1,5,FALSE,1,0,0,0,1.61,85.468,0,0.84,95.186,1.208,7.77,2.044,40.5,1.98,126.9,3.06,10.451,2.66,53
232,RbSr_0.5Ge_0.125Sn_0.25Pb_0.125I_3,arun,2.52,2.74,0.05,0,1,0,0,0,0,0.5,0,0.125,0.25,0.125,0,0,1,5,FALSE,1,0,0,0,1.61,85.468,0,1.118,108.441,0.514,6.598,1.508,45.75,1.98,126.9,3.06,10.451,2.66,53
233,RbCa_0.25Ge_0.25Sn_0.375Pb_0.125Br_3,arun,-0.02,1.54,0.22,0,1,0,0,0,0.25,0,0,0.25,0.375,0.125,0,1,0,5,FALSE,1,0,0,0,1.61,85.468,0,1.013,98.569,0.833,7.184,1.779,42,1.96,79.9,3.365,11.814,2.96,35
234,RbSr_0.25Ba_0.25Sn_0.125Pb_0.375Br_3,arun,0.25,3.15,0.01,0,1,0,0,0,0,0.25,0.25,0,0.125,0.375,0,1,0,5,FALSE,1,0,0,0,1.61,85.468,0,1.223,148.701,0.285,6.426,1.579,60.5,1.96,79.9,3.365,11.814,2.96,35
235,RbSr_0.25Ba_0.25Ge_0.25Pb_0.25Br_3,arun,0.26,3.3,0.01,0,1,0,0,0,0,0.25,0.25,0.25,0,0.25,0,1,0,5,FALSE,1,0,0,0,1.61,85.468,0,1.113,126.145,0.428,6.556,1.545,52,1.96,79.9,3.365,11.814,2.96,35
236,RbCa_0.375Ge_0.125Pb_0.5Br_3,arun,0.03,2.21,0.12,0,1,0,0,0,0.375,0,0,0.125,0,0.5,0,1,0,5,FALSE,1,0,0,0,1.61,85.468,0,1.061,127.609,0.349,6.988,1.791,52.5,1.96,79.9,3.365,11.814,2.96,35
237,RbCa_0.125Sr_0.5Pb_0.375Br_3,arun,0.15,3.8,0,0,1,0,0,0,0.125,0.5,0,0,0,0.375,0,1,0,5,FALSE,1,0,0,0,1.61,85.468,0,1.161,126.445,0.135,6.393,1.474,52.25,1.96,79.9,3.365,11.814,2.96,35
238,RbCa_0.5Sr_0.25Ge_0.125Sn_0.125Cl_3,arun,-0.02,3.74,0,0,1,0,0,0,0.5,0.25,0,0.125,0.125,0,1,0,0,5,FALSE,1,0,0,0,1.61,85.468,0,1.03,65.863,0.319,6.386,1.234,29.75,1.81,35.45,3.617,12.968,3.16,17
239,RbCa_0.25Sr_0.125Ge_0.125Sn_0.25Pb_0.25Cl_3,arun,-0.02,2.44,0.09,0,1,0,0,0,0.25,0.125,0,0.125,0.25,0.25,1,0,0,5,FALSE,1,0,0,0,1.61,85.468,0,1.074,111.479,0.559,6.918,1.693,46.75,1.81,35.45,3.617,12.968,3.16,17
240,RbCa_0.125Ba_0.625Ge_0.125Sn_0.125Cl_3,arun,0.45,3.14,0.01,0,1,0,0,0,0.125,0,0.625,0.125,0.125,0,1,0,0,5,FALSE,1,0,0,0,1.61,85.468,0,1.204,114.759,0.319,5.927,1.178,47.75,1.81,35.45,3.617,12.968,3.16,17
241,RbBa_0.75Sn_0.25Cl_3,arun,0.5,3.29,0,0,1,0,0,0,0,0,0.75,0,0.25,0,1,0,0,5,FALSE,1,0,0,0,1.61,85.468,0,1.3,132.675,0.3,5.745,1.158,54.5,1.81,35.45,3.617,12.968,3.16,17
242,RbCa_0.375Ba_0.25Ge_0.375Cl_3,arun,0.17,3.53,0,0,1,0,0,0,0.375,0,0.25,0.375,0,0,1,0,0,5,FALSE,1,0,0,0,1.61,85.468,0,0.986,76.599,0.506,6.558,1.351,33.5,1.81,35.45,3.617,12.968,3.16,17
243,KSr_0.625Ba_0.25Pb_0.125I_3,arun,3.03,3.11,0.01,1,0,0,0,0,0,0.625,0.25,0,0,0.125,0,0,1,5,FALSE,1,0,0,0,1.51,39.09,0,1.224,114.97,0.045,5.79,1.108,48,1.98,126.9,3.06,10.451,2.66,53
244,KCa_0.5Ba_0.125Ge_0.375Cl_3,arun,2.71,3.81,0,1,0,0,0,0,0.5,0,0.125,0.375,0,0,1,0,0,5,FALSE,1,0,0,0,1.51,39.09,0,0.943,64.443,0.506,6.671,1.365,29,1.81,35.45,3.617,12.968,3.16,17
245,FABa_0.125Ge_0.125Sn_0.75I_3,arun,-0.55,1.26,0.22,0,0,0,0,1,0,0,0.125,0.125,0.75,0,0,0,1,5,FALSE,1,0,0,0,2.53,44.056,0.25,1.123,115.278,1.069,7.147,1.833,48.5,1.98,126.9,3.06,10.451,2.66,53
246,FASr_0.375Ba_0.125Pb_0.5Br_3,arun,-0.61,3.63,0,0,0,0,0,1,0,0.375,0.125,0,0,0.5,0,1,0,5,FALSE,1,0,0,0,2.53,44.056,0.25,1.206,153.524,0.18,6.496,1.633,62.25,1.96,79.9,3.365,11.814,2.96,35
247,FABa_0.375Ge_0.25Pb_0.375Br_3,arun,-0.63,2.83,0.03,0,0,0,0,1,0,0,0.375,0.25,0,0.375,0,1,0,5,FALSE,1,0,0,0,2.53,44.056,0.25,1.135,147.281,0.473,6.711,1.71,59.75,1.96,79.9,3.365,11.814,2.96,35
248,FABa_0.5Ge_0.125Sn_0.25Pb_0.125Br_3,arun,-0.56,3.19,0.02,0,0,0,0,1,0,0,0.5,0.125,0.25,0.125,0,1,0,5,FALSE,1,0,0,0,2.53,44.056,0.25,1.203,133.296,0.514,6.357,1.478,54.75,1.96,79.9,3.365,11.814,2.96,35
249,MASr_0.25Ba_0.25Ge_0.375Sn_0.125I_3,arun,0.13,2.61,0.06,0,0,0,1,0,0,0.25,0.25,0.375,0.125,0,0,0,1,5,FALSE,1,0,0,0,2.17,32.07,2.3,1.05,98.313,0.656,6.607,1.459,41.75,1.98,126.9,3.06,10.451,2.66,53
250,MACa_0.125Sr_0.125Ba_0.125Ge_0.125Pb_0.5I_3,arun,0.08,1.99,0.13,0,0,0,1,0,0.125,0.125,0.125,0.125,0,0.5,0,0,1,5,FALSE,1,0,0,0,2.17,32.07,2.3,1.128,145.708,0.349,6.824,1.771,59.25,1.98,126.9,3.06,10.451,2.66,53
251,MACa_0.25Ba_0.375Sn_0.25Pb_0.125Br_3,arun,0.04,2.98,0.02,0,0,0,1,0,0.25,0,0.375,0,0.25,0.125,0,1,0,5,FALSE,1,0,0,0,2.17,32.07,2.3,1.193,117.071,0.345,6.246,1.365,48.75,1.96,79.9,3.365,11.814,2.96,35
252,MACa_0.125Ge_0.375Sn_0.5Cl_3,arun,-0.25,2.04,0.13,0,0,0,1,0,0.125,0,0,0.375,0.5,0,1,0,0,5,FALSE,1,0,0,0,2.17,32.07,2.3,0.974,91.601,1.106,7.399,1.859,39.5,1.81,35.45,3.617,12.968,3.16,17
253,CsBa_0.125Ge_0.875I_3,arun,0.12,1.04,0.25,0,0,1,0,0,0,0,0.125,0.875,0,0,0,0,1,5,FALSE,1,0,0,0,1.74,132.91,0,0.808,80.718,1.181,7.564,1.87,35,1.98,126.9,3.06,10.451,2.66,53
